Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
110	1835.771645	-2.141581	26.545664	0.313214	0	0	0	0.000000e+00	188.151278
111	1845.554649	-2.227423	26.559008	0.313057	0	0	0	0.000000e+00	185.909839
112	1855.204425	-2.313265	26.574030	0.312880	0	0	0	0.000000e+00	183.377700
113	1864.719287	-2.399107	26.589228	0.312701	0	0	0	0.000000e+00	180.814683
114	1874.125372	-2.484949	26.601552	0.312556	0	0	0	0.000000e+00	178.745407
115	1883.405169	-2.570790	26.615785	0.312389	0	0	0	0.000000e+00	176.346436
116	1892.630309	-2.656632	26.621961	0.312316	0	0	0	0.000000e+00	175.306473
117	1901.903747	-2.742474	26.616475	0.312381	0	0	0	0.000000e+00	176.226472
118	1911.231340	-2.828316	26.610327	0.312453	0	0	0	0.000000e+00	177.255870
119	1920.406816	-2.914158	26.627519	0.312251	0	0	0	0.000000e+00	174.364694
120	1929.440494	-3.000000	26.643479	0.312064	0	0	0	0.000000e+00	171.671641
